job_id,job_title,company,location,posted_date,role_category,salary_usd,description
592,Analytics Engineer,Kestrel Media Group,"Hyderabad, India",2026-03-16,Data Engineer,58000,"Join Kestrel Media Group as a Analytics Engineer! You'll be responsible for building and maintaining systems that rely on Hadoop, Airflow, Python, AWS, and Spark. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Ideal for candidates with 4-6 years of industry experience."
62,ML Ops Engineer,Delta Freight Systems,"Toronto, Canada",2026-03-17,ML Engineer,131500,"Delta Freight Systems is hiring a ML Ops Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Kubernetes, AWS, Deep Learning, Docker, Git, and Python. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Minimum of 2 years in a similar role."
709,Software Engineer,Opaline Cosmetics Analytics,"New York, NY",2026-03-17,Software Engineer,135500,"Opaline Cosmetics Analytics is hiring a Software Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using AWS, JavaScript, NoSQL, and MongoDB. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
1343,Reporting Analyst,Sable Energy,"Pune, India",2026-03-17,Data Analyst,27500,"As a Reporting Analyst at Sable Energy, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Statistics, Looker, Excel, and SQL. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 5+ years of professional experience required."
1799,Data Scientist,Quicksilver Payments,"Los Angeles, CA",2026-03-17,Data Scientist,154000,"Quicksilver Payments seeks an experienced Data Scientist to support our expanding analytics function. Day-to-day responsibilities include working with R, SQL, AWS, and Statistics to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 5+ years of professional experience required."
1804,Senior ML Engineer,Evergreen Logistics,"Washington, DC",2026-03-17,ML Engineer,192000,"Evergreen Logistics is hiring a Senior ML Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using AWS, Python, PyTorch, Spark, Git, and TensorFlow. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 5+ years of professional experience required."
1971,Big Data Engineer,Nectar Foods,"Austin, TX",2026-03-17,Data Engineer,140500,"Join Nectar Foods as a Big Data Engineer! You'll be responsible for building and maintaining systems that rely on Python, SQL, Hadoop, and Spark. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Entry-level candidates with strong internship experience are encouraged to apply."
138,Cloud Data Engineer,Evergreen Logistics,"Los Angeles, CA",2026-03-18,Data Engineer,179000,"Evergreen Logistics seeks an experienced Cloud Data Engineer to support our expanding analytics function. Day-to-day responsibilities include working with AWS, Spark, Python, Hadoop, and ETL to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Minimum of 2 years in a similar role."
149,BI Analyst,Vantage Point Retail,Remote,2026-03-18,Data Analyst,69000,"We are looking for a BI Analyst to join our growing team at Vantage Point Retail. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Google Cloud Platform, Statistics, SQL, Excel, A/B testing, Python, and Tableau. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Entry-level candidates with strong internship experience are encouraged to apply."
583,Software Engineer,Harbor Robotics,"Berlin, Germany",2026-03-18,Software Engineer,74500,"As a Software Engineer at Harbor Robotics, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Git, JavaScript, AWS, and Kubernetes. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
841,Business Data Analyst,Vantage Point Retail,"Atlanta, GA",2026-03-18,Data Analyst,91500,"Join Vantage Point Retail as a Business Data Analyst! You'll be responsible for building and maintaining systems that rely on SQL, A/B testing, MongoDB, Excel, Power BI, Python, and Tableau. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Entry-level candidates with strong internship experience are encouraged to apply."
932,Applied ML Engineer,Zenith Aerospace,"New York, NY",2026-03-18,ML Engineer,200000,"Zenith Aerospace seeks an experienced Applied ML Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Machine Learning, Spark, NLP, Git, TensorFlow, and Computer Vision to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
1246,Senior Data Engineer,Sable Energy,"Seattle, WA",2026-03-18,Data Engineer,155500,"Join Sable Energy as a Senior Data Engineer! You'll be responsible for building and maintaining systems that rely on Data warehousing, Spark, AWS, Python, Airflow, Kafka, and dbt. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 5+ years of professional experience required."
1510,ML Ops Engineer,Nimbus Analytics,"Toronto, Canada",2026-03-18,ML Engineer,156000,"Join Nimbus Analytics as a ML Ops Engineer! You'll be responsible for building and maintaining systems that rely on Deep Learning, TensorFlow, Docker, Airflow, NLP, and Python. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Ideal for candidates with 4-6 years of industry experience."
1529,Data Engineer,Quicksilver Payments,"San Francisco, CA",2026-03-18,Data Engineer,168000,"Join Quicksilver Payments as a Data Engineer! You'll be responsible for building and maintaining systems that rely on Spark, Snowflake, ETL, BigQuery, and SQL. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Ideal for candidates with 4-6 years of industry experience."
1654,ML Ops Engineer,Anchor Payments,"London, UK",2026-03-18,ML Engineer,125500,"Anchor Payments seeks an experienced ML Ops Engineer to support our expanding analytics function. Day-to-day responsibilities include working with AWS, Docker, Machine Learning, TensorFlow, Azure, and Kubernetes to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Entry-level candidates with strong internship experience are encouraged to apply."
265,Senior ML Engineer,Prism Media Analytics,Remote,2026-03-19,ML Engineer,121500,"Join Prism Media Analytics as a Senior ML Engineer! You'll be responsible for building and maintaining systems that rely on Python, Computer Vision, Spark, Docker, Azure, and PyTorch. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Ideal for candidates with 4-6 years of industry experience."
989,Senior Data Scientist,Orbit Financial Services,"London, UK",2026-03-19,Data Scientist,119500,"Orbit Financial Services seeks an experienced Senior Data Scientist to support our expanding analytics function. Day-to-day responsibilities include working with Computer Vision, Deep Learning, Scikit-learn, PyTorch, AWS, Python, and Machine Learning to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 5+ years of professional experience required."
1866,Analytics Engineer,Vantage Point Retail,"Boston, MA",2026-03-19,Data Engineer,148000,"We are looking for a Analytics Engineer to join our growing team at Vantage Point Retail. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Kafka, SQL, Spark, and Airflow. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
1977,Machine Learning Engineer,Clearwater Consulting,"San Francisco, CA",2026-03-19,ML Engineer,249000,"Clearwater Consulting is hiring a Machine Learning Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Python, Machine Learning, NLP, Docker, TensorFlow, Kubernetes, and PyTorch. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 3+ years of relevant experience preferred."
274,Senior Data Engineer,Lighthouse AI,"Chicago, IL",2026-03-20,Data Engineer,101000,"As a Senior Data Engineer at Lighthouse AI, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Docker, Data warehousing, Kafka, dbt, and Redshift. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 5+ years of professional experience required."
774,BI Analyst,Echo Streaming,"Toronto, Canada",2026-03-20,Data Analyst,57000,"We are looking for a BI Analyst to join our growing team at Echo Streaming. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with R, Google Cloud Platform, Tableau, MongoDB, Python, and Power BI. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 3+ years of relevant experience preferred."
994,Data Analyst,Vertex Insight Labs,"Boston, MA",2026-03-20,Data Analyst,80500,"Vertex Insight Labs seeks an experienced Data Analyst to support our expanding analytics function. Day-to-day responsibilities include working with Tableau, SQL, MongoDB, and Excel to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 5+ years of professional experience required."
229,Machine Learning Engineer,Vertex Insight Labs,"Boston, MA",2026-03-21,ML Engineer,161000,"Vertex Insight Labs seeks an experienced Machine Learning Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Git, Machine Learning, PyTorch, Docker, AWS, and Azure to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
576,Platform Engineer,Tundra Telecom,"Washington, DC",2026-03-21,Software Engineer,115000,"As a Platform Engineer at Tundra Telecom, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Python, SQL, Docker, REST API, and Java. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Ideal for candidates with 4-6 years of industry experience."
920,Platform Engineer,Kestrel Media Group,"Pune, India",2026-03-21,Software Engineer,45500,"As a Platform Engineer at Kestrel Media Group, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Linux, SQL, REST API, Git, Docker, Kubernetes, and AWS. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Ideal for candidates with 4-6 years of industry experience."
1174,Software Engineer,Meridian Health Analytics,"London, UK",2026-03-21,Software Engineer,101500,"Join Meridian Health Analytics as a Software Engineer! You'll be responsible for building and maintaining systems that rely on PostgreSQL, SQL, Kubernetes, REST API, Git, Docker, and Python. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 5+ years of professional experience required."
1275,Big Data Engineer,Orbit Financial Services,"Toronto, Canada",2026-03-21,Data Engineer,88500,"Orbit Financial Services seeks an experienced Big Data Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Docker, SQL, Redshift, Spark, and Airflow to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Minimum of 2 years in a similar role."
1896,Cloud Data Engineer,Pixel & Co,"San Francisco, CA",2026-03-21,Data Engineer,217500,"We are looking for a Cloud Data Engineer to join our growing team at Pixel & Co. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with SQL, Data warehousing, Airflow, Azure, and Redshift. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Ideal for candidates with 4-6 years of industry experience."
457,Data Scientist II,Ironclad Security,"Delhi, India",2026-03-22,Data Scientist,57000,"Ironclad Security is hiring a Data Scientist II to help scale our data capabilities. In this role you'll design, build, and maintain solutions using SQL, Spark, Tableau, Deep Learning, and Machine Learning. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 3+ years of relevant experience preferred."
1390,AI Engineer,Rustic Agritech,"Toronto, Canada",2026-03-22,ML Engineer,130500,"Rustic Agritech is hiring a AI Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Git, Python, Deep Learning, Docker, NLP, Kubernetes, and TensorFlow. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
1518,Applied Data Scientist,Zenith Aerospace,"Chicago, IL",2026-03-22,Data Scientist,123000,"Zenith Aerospace seeks an experienced Applied Data Scientist to support our expanding analytics function. Day-to-day responsibilities include working with Statistics, Power BI, Python, and PyTorch to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 3+ years of relevant experience preferred."
1668,Data Engineer,Harbor Robotics,"San Francisco, CA",2026-03-22,Data Engineer,151500,"Join Harbor Robotics as a Data Engineer! You'll be responsible for building and maintaining systems that rely on NoSQL, Data warehousing, Airflow, Google Cloud Platform, SQL, and dbt. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 5+ years of professional experience required."
107,Analytics Engineer,Marlin Shipping,"Hyderabad, India",2026-03-23,Data Engineer,45500,"Marlin Shipping is hiring a Analytics Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using NoSQL, Python, ETL, and SQL. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 5+ years of professional experience required."
1575,Applied ML Engineer,Juniper Cybersecurity,"Dublin, Ireland",2026-03-23,ML Engineer,131000,"Join Juniper Cybersecurity as a Applied ML Engineer! You'll be responsible for building and maintaining systems that rely on NLP, Git, Python, Machine Learning, and TensorFlow. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
1815,Software Development Engineer,Evergreen Logistics,"Bengaluru, India",2026-03-23,Software Engineer,36500,"Evergreen Logistics is hiring a Software Development Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using SQL, Python, Git, and Java. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 3+ years of relevant experience preferred."
239,Deep Learning Engineer,Northwind Digital,"Bengaluru, India",2026-03-24,ML Engineer,68500,"Northwind Digital is hiring a Deep Learning Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Docker, Deep Learning, Computer Vision, Kubernetes, PyTorch, and Scikit-learn. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Entry-level candidates with strong internship experience are encouraged to apply."
254,Senior Data Engineer,Orbit Financial Services,"San Francisco, CA",2026-03-24,Data Engineer,154500,"Join Orbit Financial Services as a Senior Data Engineer! You'll be responsible for building and maintaining systems that rely on Spark, Hadoop, Snowflake, AWS, Python, Data warehousing, and Kafka. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
599,Senior Data Engineer,Rustic Agritech,"Hyderabad, India",2026-03-24,Data Engineer,34500,"Rustic Agritech seeks an experienced Senior Data Engineer to support our expanding analytics function. Day-to-day responsibilities include working with dbt, Python, Hadoop, Redshift, and ETL to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
1044,Software Development Engineer,Juniper Cybersecurity,"Bengaluru, India",2026-03-24,Software Engineer,40500,"Juniper Cybersecurity seeks an experienced Software Development Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Kubernetes, Python, JavaScript, SQL, Docker, C++, and Git to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 3+ years of relevant experience preferred."
908,Data Analyst,Prism Media Analytics,Remote,2026-03-25,Data Analyst,75000,"We are looking for a Data Analyst to join our growing team at Prism Media Analytics. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Excel, Power BI, Tableau, and Python. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Entry-level candidates with strong internship experience are encouraged to apply."
914,Senior ML Engineer,Willow Health Systems,"Denver, CO",2026-03-25,ML Engineer,174500,"Willow Health Systems is hiring a Senior ML Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Deep Learning, Git, PyTorch, and Machine Learning. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 5+ years of professional experience required."
1587,Senior Software Engineer,Opaline Cosmetics Analytics,Remote,2026-03-25,Software Engineer,106500,"Opaline Cosmetics Analytics seeks an experienced Senior Software Engineer to support our expanding analytics function. Day-to-day responsibilities include working with AWS, REST API, Linux, JavaScript, C++, Java, and Kubernetes to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
1929,Senior Software Engineer,Ironclad Security,"Bengaluru, India",2026-03-25,Software Engineer,37000,"Join Ironclad Security as a Senior Software Engineer! You'll be responsible for building and maintaining systems that rely on Python, Git, C++, and AWS. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 3+ years of relevant experience preferred."
1950,Marketing Data Analyst,Lighthouse AI,"Hyderabad, India",2026-03-25,Data Analyst,30500,"Lighthouse AI is hiring a Marketing Data Analyst to help scale our data capabilities. In this role you'll design, build, and maintain solutions using MongoDB, Excel, Tableau, Statistics, and A/B testing. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
258,ETL Developer,Juniper Cybersecurity,"Mumbai, India",2026-03-26,Data Engineer,55000,"We are looking for a ETL Developer to join our growing team at Juniper Cybersecurity. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Spark, Python, Airflow, and Kafka. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Minimum of 2 years in a similar role."
1317,Business Data Analyst,Echo Streaming,"New York, NY",2026-03-26,Data Analyst,95000,"We are looking for a Business Data Analyst to join our growing team at Echo Streaming. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Google Cloud Platform, Tableau, Python, R, Power BI, Excel, and MongoDB. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Minimum of 2 years in a similar role."
1396,ML Ops Engineer,Juniper Cybersecurity,"Mumbai, India",2026-03-26,ML Engineer,76000,"Juniper Cybersecurity is hiring a ML Ops Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using PyTorch, Python, AWS, and Kubernetes. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 3+ years of relevant experience preferred."
64,Cloud Data Engineer,Riverstone Tech,"Pune, India",2026-03-27,Data Engineer,31500,"We are looking for a Cloud Data Engineer to join our growing team at Riverstone Tech. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with SQL, NoSQL, Google Cloud Platform, BigQuery, AWS, and Spark. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Entry-level candidates with strong internship experience are encouraged to apply."
591,Lead Data Scientist,Juniper Cybersecurity,"Seattle, WA",2026-03-27,Data Scientist,151000,"Juniper Cybersecurity is hiring a Lead Data Scientist to help scale our data capabilities. In this role you'll design, build, and maintain solutions using PyTorch, TensorFlow, Machine Learning, and Computer Vision. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 5+ years of professional experience required."
613,BI Analyst,Opaline Cosmetics Analytics,"Pune, India",2026-03-27,Data Analyst,27500,"Opaline Cosmetics Analytics is hiring a BI Analyst to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Tableau, Looker, A/B testing, and Statistics. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Minimum of 2 years in a similar role."
716,Analytics Engineer,Nimbus Analytics,"Delhi, India",2026-03-27,Data Engineer,32000,"Join Nimbus Analytics as a Analytics Engineer! You'll be responsible for building and maintaining systems that rely on SQL, Kafka, Snowflake, and Python. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Entry-level candidates with strong internship experience are encouraged to apply."
737,Software Engineer,Evergreen Logistics,"Austin, TX",2026-03-27,Software Engineer,126500,"Join Evergreen Logistics as a Software Engineer! You'll be responsible for building and maintaining systems that rely on Kubernetes, Python, Java, Git, and C++. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 5+ years of professional experience required."
775,Senior Data Analyst,Clearwater Consulting,"Austin, TX",2026-03-27,Data Analyst,113500,"Clearwater Consulting seeks an experienced Senior Data Analyst to support our expanding analytics function. Day-to-day responsibilities include working with R, Tableau, Data warehousing, Power BI, and Excel to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
876,Data Scientist,Nectar Foods,"Pune, India",2026-03-27,Data Scientist,50500,"Nectar Foods seeks an experienced Data Scientist to support our expanding analytics function. Day-to-day responsibilities include working with Scikit-learn, Tableau, AWS, Machine Learning, NLP, SQL, and TensorFlow to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Entry-level candidates with strong internship experience are encouraged to apply."
957,Junior Data Analyst,Zenith Aerospace,"San Francisco, CA",2026-03-27,Data Analyst,84000,"Join Zenith Aerospace as a Junior Data Analyst! You'll be responsible for building and maintaining systems that rely on A/B testing, Excel, Statistics, Power BI, Tableau, SQL, and Data warehousing. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 5+ years of professional experience required."
1472,Senior ML Engineer,Delta Freight Systems,"New York, NY",2026-03-27,ML Engineer,187000,"Join Delta Freight Systems as a Senior ML Engineer! You'll be responsible for building and maintaining systems that rely on NLP, Machine Learning, AWS, Python, and PyTorch. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Entry-level candidates with strong internship experience are encouraged to apply."
1656,Data Scientist II,Delta Freight Systems,"Chicago, IL",2026-03-27,Data Scientist,138500,"Delta Freight Systems seeks an experienced Data Scientist II to support our expanding analytics function. Day-to-day responsibilities include working with Statistics, Python, AWS, A/B testing, and PyTorch to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 3+ years of relevant experience preferred."
197,Platform Engineer,Riverstone Tech,"Denver, CO",2026-03-28,Software Engineer,141500,"Riverstone Tech seeks an experienced Platform Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Git, Docker, SQL, NoSQL, JavaScript, AWS, and REST API to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 5+ years of professional experience required."
575,Data Engineer,Onyx Manufacturing,"Seattle, WA",2026-03-28,Data Engineer,136000,"Join Onyx Manufacturing as a Data Engineer! You'll be responsible for building and maintaining systems that rely on Azure, Snowflake, Python, and Spark. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 5+ years of professional experience required."
1017,Research Data Scientist,Pixel & Co,Remote,2026-03-28,Data Scientist,141500,"Pixel & Co seeks an experienced Research Data Scientist to support our expanding analytics function. Day-to-day responsibilities include working with Scikit-learn, SQL, Computer Vision, Deep Learning, and Machine Learning to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Entry-level candidates with strong internship experience are encouraged to apply."
1037,Senior Data Scientist,DataForge Inc,"Berlin, Germany",2026-03-28,Data Scientist,106000,"We are looking for a Senior Data Scientist to join our growing team at DataForge Inc. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Statistics, SQL, Machine Learning, Scikit-learn, Deep Learning, and A/B testing. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 3+ years of relevant experience preferred."
1281,Data Engineer,Brightline Education,"Delhi, India",2026-03-28,Data Engineer,36500,"Join Brightline Education as a Data Engineer! You'll be responsible for building and maintaining systems that rely on ETL, Airflow, Hadoop, Python, and Azure. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
1368,Senior Software Engineer,Opaline Cosmetics Analytics,"Austin, TX",2026-03-28,Software Engineer,122500,"As a Senior Software Engineer at Opaline Cosmetics Analytics, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: JavaScript, Java, C++, and MongoDB. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Entry-level candidates with strong internship experience are encouraged to apply."
1406,Junior Data Analyst,Nimbus Analytics,Remote,2026-03-28,Data Analyst,72500,"Join Nimbus Analytics as a Junior Data Analyst! You'll be responsible for building and maintaining systems that rely on Statistics, Power BI, SQL, Google Cloud Platform, Excel, Git, and R. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Entry-level candidates with strong internship experience are encouraged to apply."
1633,Data Scientist II,Clearwater Consulting,"Delhi, India",2026-03-28,Data Scientist,47000,"Clearwater Consulting is hiring a Data Scientist II to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Scikit-learn, NLP, PyTorch, A/B testing, and Machine Learning. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 3+ years of relevant experience preferred."
1722,Data Scientist II,Rustic Agritech,"Boston, MA",2026-03-28,Data Scientist,166000,"Join Rustic Agritech as a Data Scientist II! You'll be responsible for building and maintaining systems that rely on Python, Machine Learning, PyTorch, Statistics, SQL, A/B testing, and Deep Learning. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
790,AI Engineer,Northwind Digital,Remote,2026-03-29,ML Engineer,133500,"As a AI Engineer at Northwind Digital, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Python, NLP, Docker, and Kubernetes. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
1026,Machine Learning Engineer,Meridian Health Analytics,"Bengaluru, India",2026-03-29,ML Engineer,58500,"Meridian Health Analytics seeks an experienced Machine Learning Engineer to support our expanding analytics function. Day-to-day responsibilities include working with TensorFlow, Python, PyTorch, Computer Vision, Airflow, and AWS to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 5+ years of professional experience required."
1168,Applied Data Scientist,Lighthouse AI,"New York, NY",2026-03-29,Data Scientist,156000,"Join Lighthouse AI as a Applied Data Scientist! You'll be responsible for building and maintaining systems that rely on AWS, Statistics, Deep Learning, NLP, and SQL. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Ideal for candidates with 4-6 years of industry experience."
1414,Senior ML Engineer,Harbor Robotics,"Austin, TX",2026-03-29,ML Engineer,184000,"As a Senior ML Engineer at Harbor Robotics, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Docker, Deep Learning, Azure, TensorFlow, Computer Vision, and Git. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 3+ years of relevant experience preferred."
1876,Analytics Engineer,DataForge Inc,"Pune, India",2026-03-29,Data Engineer,43500,"As a Analytics Engineer at DataForge Inc, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Spark, AWS, SQL, ETL, dbt, and Snowflake. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Ideal for candidates with 4-6 years of industry experience."
1973,Software Development Engineer,Willow Health Systems,"Mumbai, India",2026-03-29,Software Engineer,62500,"We are looking for a Software Development Engineer to join our growing team at Willow Health Systems. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with JavaScript, NoSQL, REST API, Java, and MongoDB. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Entry-level candidates with strong internship experience are encouraged to apply."
54,Big Data Engineer,Falcon FinTech,Singapore,2026-03-30,Data Engineer,128500,"Join Falcon FinTech as a Big Data Engineer! You'll be responsible for building and maintaining systems that rely on SQL, Azure, Airflow, Docker, Redshift, and AWS. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
80,AI Engineer,Quicksilver Payments,"Dublin, Ireland",2026-03-30,ML Engineer,118000,"As a AI Engineer at Quicksilver Payments, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Scikit-learn, Machine Learning, PyTorch, Docker, AWS, Kubernetes, and NLP. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 3+ years of relevant experience preferred."
114,Data Scientist II,Brightline Education,"Pune, India",2026-03-30,Data Scientist,36000,"Join Brightline Education as a Data Scientist II! You'll be responsible for building and maintaining systems that rely on Statistics, Computer Vision, NLP, SQL, and Scikit-learn. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
172,Applied ML Engineer,Nova Insurance,"San Francisco, CA",2026-03-30,ML Engineer,194000,"Nova Insurance seeks an experienced Applied ML Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Docker, TensorFlow, Computer Vision, PyTorch, and AWS to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
993,Applied Data Scientist,Meridian Health Analytics,"New York, NY",2026-03-30,Data Scientist,129000,"We are looking for a Applied Data Scientist to join our growing team at Meridian Health Analytics. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Python, Deep Learning, PyTorch, Computer Vision, and Machine Learning. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Minimum of 2 years in a similar role."
