job_id,skill,category,role_category,location,posted_date
841,Power BI,BI & Visualization,Data Analyst,"Atlanta, GA",2026-03-18
841,Tableau,BI & Visualization,Data Analyst,"Atlanta, GA",2026-03-18
841,A/B Testing,Analytics,Data Analyst,"Atlanta, GA",2026-03-18
841,MongoDB,Databases,Data Analyst,"Atlanta, GA",2026-03-18
932,Spark,Big Data,ML Engineer,"New York, NY",2026-03-18
932,Git,DevOps,ML Engineer,"New York, NY",2026-03-18
932,Machine Learning,Machine Learning & AI,ML Engineer,"New York, NY",2026-03-18
932,TensorFlow,Machine Learning & AI,ML Engineer,"New York, NY",2026-03-18
932,NLP,Machine Learning & AI,ML Engineer,"New York, NY",2026-03-18
932,Computer Vision,Machine Learning & AI,ML Engineer,"New York, NY",2026-03-18
1246,Python,Programming Language,Data Engineer,"Seattle, WA",2026-03-18
1246,AWS,Cloud,Data Engineer,"Seattle, WA",2026-03-18
1246,Spark,Big Data,Data Engineer,"Seattle, WA",2026-03-18
1246,Kafka,Big Data,Data Engineer,"Seattle, WA",2026-03-18
1246,Airflow,Data Engineering,Data Engineer,"Seattle, WA",2026-03-18
1246,dbt,Data Engineering,Data Engineer,"Seattle, WA",2026-03-18
1246,Data Warehousing,Data Engineering,Data Engineer,"Seattle, WA",2026-03-18
1510,Python,Programming Language,ML Engineer,"Toronto, Canada",2026-03-18
1510,Airflow,Data Engineering,ML Engineer,"Toronto, Canada",2026-03-18
1510,Docker,DevOps,ML Engineer,"Toronto, Canada",2026-03-18
1510,Deep Learning,Machine Learning & AI,ML Engineer,"Toronto, Canada",2026-03-18
1510,TensorFlow,Machine Learning & AI,ML Engineer,"Toronto, Canada",2026-03-18
1510,NLP,Machine Learning & AI,ML Engineer,"Toronto, Canada",2026-03-18
1529,SQL,Programming Language,Data Engineer,"San Francisco, CA",2026-03-18
1529,Snowflake,Cloud & Data Warehousing,Data Engineer,"San Francisco, CA",2026-03-18
1529,BigQuery,Cloud & Data Warehousing,Data Engineer,"San Francisco, CA",2026-03-18
1529,Spark,Big Data,Data Engineer,"San Francisco, CA",2026-03-18
1529,ETL,Data Engineering,Data Engineer,"San Francisco, CA",2026-03-18
1654,AWS,Cloud,ML Engineer,"London, UK",2026-03-18
1654,Azure,Cloud,ML Engineer,"London, UK",2026-03-18
1654,Docker,DevOps,ML Engineer,"London, UK",2026-03-18
1654,Kubernetes,DevOps,ML Engineer,"London, UK",2026-03-18
1654,Machine Learning,Machine Learning & AI,ML Engineer,"London, UK",2026-03-18
1654,TensorFlow,Machine Learning & AI,ML Engineer,"London, UK",2026-03-18
265,Python,Programming Language,ML Engineer,Remote,2026-03-19
265,Azure,Cloud,ML Engineer,Remote,2026-03-19
265,Spark,Big Data,ML Engineer,Remote,2026-03-19
265,Docker,DevOps,ML Engineer,Remote,2026-03-19
265,PyTorch,Machine Learning & AI,ML Engineer,Remote,2026-03-19
265,Computer Vision,Machine Learning & AI,ML Engineer,Remote,2026-03-19
989,Python,Programming Language,Data Scientist,"London, UK",2026-03-19
989,AWS,Cloud,Data Scientist,"London, UK",2026-03-19
989,Machine Learning,Machine Learning & AI,Data Scientist,"London, UK",2026-03-19
989,Deep Learning,Machine Learning & AI,Data Scientist,"London, UK",2026-03-19
989,PyTorch,Machine Learning & AI,Data Scientist,"London, UK",2026-03-19
989,Scikit-learn,Machine Learning & AI,Data Scientist,"London, UK",2026-03-19
989,Computer Vision,Machine Learning & AI,Data Scientist,"London, UK",2026-03-19
1866,SQL,Programming Language,Data Engineer,"Boston, MA",2026-03-19
1866,Spark,Big Data,Data Engineer,"Boston, MA",2026-03-19
1866,Kafka,Big Data,Data Engineer,"Boston, MA",2026-03-19
1866,Airflow,Data Engineering,Data Engineer,"Boston, MA",2026-03-19
1977,Python,Programming Language,ML Engineer,"San Francisco, CA",2026-03-19
1977,Docker,DevOps,ML Engineer,"San Francisco, CA",2026-03-19
1977,Kubernetes,DevOps,ML Engineer,"San Francisco, CA",2026-03-19
1977,Machine Learning,Machine Learning & AI,ML Engineer,"San Francisco, CA",2026-03-19
1977,TensorFlow,Machine Learning & AI,ML Engineer,"San Francisco, CA",2026-03-19
1977,PyTorch,Machine Learning & AI,ML Engineer,"San Francisco, CA",2026-03-19
1977,NLP,Machine Learning & AI,ML Engineer,"San Francisco, CA",2026-03-19
274,Redshift,Cloud & Data Warehousing,Data Engineer,"Chicago, IL",2026-03-20
274,Kafka,Big Data,Data Engineer,"Chicago, IL",2026-03-20
274,dbt,Data Engineering,Data Engineer,"Chicago, IL",2026-03-20
274,Docker,DevOps,Data Engineer,"Chicago, IL",2026-03-20
274,Data Warehousing,Data Engineering,Data Engineer,"Chicago, IL",2026-03-20
774,Python,Programming Language,Data Analyst,"Toronto, Canada",2026-03-20
774,R,Programming Language,Data Analyst,"Toronto, Canada",2026-03-20
774,Power BI,BI & Visualization,Data Analyst,"Toronto, Canada",2026-03-20
774,Tableau,BI & Visualization,Data Analyst,"Toronto, Canada",2026-03-20
774,GCP,Cloud,Data Analyst,"Toronto, Canada",2026-03-20
774,MongoDB,Databases,Data Analyst,"Toronto, Canada",2026-03-20
994,SQL,Programming Language,Data Analyst,"Boston, MA",2026-03-20
994,Excel,BI & Visualization,Data Analyst,"Boston, MA",2026-03-20
994,Tableau,BI & Visualization,Data Analyst,"Boston, MA",2026-03-20
994,MongoDB,Databases,Data Analyst,"Boston, MA",2026-03-20
229,AWS,Cloud,ML Engineer,"Boston, MA",2026-03-21
229,Azure,Cloud,ML Engineer,"Boston, MA",2026-03-21
229,Docker,DevOps,ML Engineer,"Boston, MA",2026-03-21
229,Git,DevOps,ML Engineer,"Boston, MA",2026-03-21
229,Machine Learning,Machine Learning & AI,ML Engineer,"Boston, MA",2026-03-21
229,PyTorch,Machine Learning & AI,ML Engineer,"Boston, MA",2026-03-21
576,Python,Programming Language,Software Engineer,"Washington, DC",2026-03-21
576,SQL,Programming Language,Software Engineer,"Washington, DC",2026-03-21
576,Java,Programming Language,Software Engineer,"Washington, DC",2026-03-21
576,Docker,DevOps,Software Engineer,"Washington, DC",2026-03-21
576,REST API,Software Engineering,Software Engineer,"Washington, DC",2026-03-21
920,SQL,Programming Language,Software Engineer,"Pune, India",2026-03-21
920,AWS,Cloud,Software Engineer,"Pune, India",2026-03-21
920,Docker,DevOps,Software Engineer,"Pune, India",2026-03-21
920,Kubernetes,DevOps,Software Engineer,"Pune, India",2026-03-21
920,Git,DevOps,Software Engineer,"Pune, India",2026-03-21
920,Linux,DevOps,Software Engineer,"Pune, India",2026-03-21
920,REST API,Software Engineering,Software Engineer,"Pune, India",2026-03-21
1174,Python,Programming Language,Software Engineer,"London, UK",2026-03-21
1174,SQL,Programming Language,Software Engineer,"London, UK",2026-03-21
1174,Docker,DevOps,Software Engineer,"London, UK",2026-03-21
1174,Kubernetes,DevOps,Software Engineer,"London, UK",2026-03-21
1174,Git,DevOps,Software Engineer,"London, UK",2026-03-21
1174,PostgreSQL,Databases,Software Engineer,"London, UK",2026-03-21
1174,REST API,Software Engineering,Software Engineer,"London, UK",2026-03-21
1275,SQL,Programming Language,Data Engineer,"Toronto, Canada",2026-03-21
1275,Redshift,Cloud & Data Warehousing,Data Engineer,"Toronto, Canada",2026-03-21
1275,Spark,Big Data,Data Engineer,"Toronto, Canada",2026-03-21
1275,Airflow,Data Engineering,Data Engineer,"Toronto, Canada",2026-03-21
1275,Docker,DevOps,Data Engineer,"Toronto, Canada",2026-03-21
1896,SQL,Programming Language,Data Engineer,"San Francisco, CA",2026-03-21
1896,Azure,Cloud,Data Engineer,"San Francisco, CA",2026-03-21
1896,Redshift,Cloud & Data Warehousing,Data Engineer,"San Francisco, CA",2026-03-21
1896,Airflow,Data Engineering,Data Engineer,"San Francisco, CA",2026-03-21
1896,Data Warehousing,Data Engineering,Data Engineer,"San Francisco, CA",2026-03-21
457,SQL,Programming Language,Data Scientist,"Delhi, India",2026-03-22
457,Tableau,BI & Visualization,Data Scientist,"Delhi, India",2026-03-22
457,Spark,Big Data,Data Scientist,"Delhi, India",2026-03-22
457,Machine Learning,Machine Learning & AI,Data Scientist,"Delhi, India",2026-03-22
457,Deep Learning,Machine Learning & AI,Data Scientist,"Delhi, India",2026-03-22
1390,Python,Programming Language,ML Engineer,"Toronto, Canada",2026-03-22
1390,Docker,DevOps,ML Engineer,"Toronto, Canada",2026-03-22
1390,Kubernetes,DevOps,ML Engineer,"Toronto, Canada",2026-03-22
1390,Git,DevOps,ML Engineer,"Toronto, Canada",2026-03-22
1390,Deep Learning,Machine Learning & AI,ML Engineer,"Toronto, Canada",2026-03-22
1390,TensorFlow,Machine Learning & AI,ML Engineer,"Toronto, Canada",2026-03-22
1390,NLP,Machine Learning & AI,ML Engineer,"Toronto, Canada",2026-03-22
1518,Python,Programming Language,Data Scientist,"Chicago, IL",2026-03-22
1518,Power BI,BI & Visualization,Data Scientist,"Chicago, IL",2026-03-22
1518,PyTorch,Machine Learning & AI,Data Scientist,"Chicago, IL",2026-03-22
1518,Statistics,Analytics,Data Scientist,"Chicago, IL",2026-03-22
1668,SQL,Programming Language,Data Engineer,"San Francisco, CA",2026-03-22
1668,GCP,Cloud,Data Engineer,"San Francisco, CA",2026-03-22
1668,Airflow,Data Engineering,Data Engineer,"San Francisco, CA",2026-03-22
1668,dbt,Data Engineering,Data Engineer,"San Francisco, CA",2026-03-22
1668,Data Warehousing,Data Engineering,Data Engineer,"San Francisco, CA",2026-03-22
1668,NoSQL,Databases,Data Engineer,"San Francisco, CA",2026-03-22
107,Python,Programming Language,Data Engineer,"Hyderabad, India",2026-03-23
107,SQL,Programming Language,Data Engineer,"Hyderabad, India",2026-03-23
107,ETL,Data Engineering,Data Engineer,"Hyderabad, India",2026-03-23
107,NoSQL,Databases,Data Engineer,"Hyderabad, India",2026-03-23
1575,Python,Programming Language,ML Engineer,"Dublin, Ireland",2026-03-23
1575,Git,DevOps,ML Engineer,"Dublin, Ireland",2026-03-23
1575,Machine Learning,Machine Learning & AI,ML Engineer,"Dublin, Ireland",2026-03-23
1575,TensorFlow,Machine Learning & AI,ML Engineer,"Dublin, Ireland",2026-03-23
1575,NLP,Machine Learning & AI,ML Engineer,"Dublin, Ireland",2026-03-23
1815,Python,Programming Language,Software Engineer,"Bengaluru, India",2026-03-23
1815,SQL,Programming Language,Software Engineer,"Bengaluru, India",2026-03-23
1815,Java,Programming Language,Software Engineer,"Bengaluru, India",2026-03-23
1815,Git,DevOps,Software Engineer,"Bengaluru, India",2026-03-23
239,Docker,DevOps,ML Engineer,"Bengaluru, India",2026-03-24
239,Kubernetes,DevOps,ML Engineer,"Bengaluru, India",2026-03-24
239,Deep Learning,Machine Learning & AI,ML Engineer,"Bengaluru, India",2026-03-24
239,PyTorch,Machine Learning & AI,ML Engineer,"Bengaluru, India",2026-03-24
239,Scikit-learn,Machine Learning & AI,ML Engineer,"Bengaluru, India",2026-03-24
239,Computer Vision,Machine Learning & AI,ML Engineer,"Bengaluru, India",2026-03-24
254,Python,Programming Language,Data Engineer,"San Francisco, CA",2026-03-24
254,AWS,Cloud,Data Engineer,"San Francisco, CA",2026-03-24
254,Snowflake,Cloud & Data Warehousing,Data Engineer,"San Francisco, CA",2026-03-24
254,Spark,Big Data,Data Engineer,"San Francisco, CA",2026-03-24
254,Hadoop,Big Data,Data Engineer,"San Francisco, CA",2026-03-24
254,Kafka,Big Data,Data Engineer,"San Francisco, CA",2026-03-24
254,Data Warehousing,Data Engineering,Data Engineer,"San Francisco, CA",2026-03-24
599,Python,Programming Language,Data Engineer,"Hyderabad, India",2026-03-24
599,Redshift,Cloud & Data Warehousing,Data Engineer,"Hyderabad, India",2026-03-24
599,Hadoop,Big Data,Data Engineer,"Hyderabad, India",2026-03-24
599,dbt,Data Engineering,Data Engineer,"Hyderabad, India",2026-03-24
599,ETL,Data Engineering,Data Engineer,"Hyderabad, India",2026-03-24
1044,Python,Programming Language,Software Engineer,"Bengaluru, India",2026-03-24
1044,SQL,Programming Language,Software Engineer,"Bengaluru, India",2026-03-24
1044,JavaScript,Programming Language,Software Engineer,"Bengaluru, India",2026-03-24
1044,C++,Programming Language,Software Engineer,"Bengaluru, India",2026-03-24
1044,Docker,DevOps,Software Engineer,"Bengaluru, India",2026-03-24
1044,Kubernetes,DevOps,Software Engineer,"Bengaluru, India",2026-03-24
1044,Git,DevOps,Software Engineer,"Bengaluru, India",2026-03-24
908,Python,Programming Language,Data Analyst,Remote,2026-03-25
908,Excel,BI & Visualization,Data Analyst,Remote,2026-03-25
908,Power BI,BI & Visualization,Data Analyst,Remote,2026-03-25
908,Tableau,BI & Visualization,Data Analyst,Remote,2026-03-25
914,Git,DevOps,ML Engineer,"Denver, CO",2026-03-25
914,Machine Learning,Machine Learning & AI,ML Engineer,"Denver, CO",2026-03-25
914,Deep Learning,Machine Learning & AI,ML Engineer,"Denver, CO",2026-03-25
914,PyTorch,Machine Learning & AI,ML Engineer,"Denver, CO",2026-03-25
1587,Java,Programming Language,Software Engineer,Remote,2026-03-25
1587,JavaScript,Programming Language,Software Engineer,Remote,2026-03-25
1587,C++,Programming Language,Software Engineer,Remote,2026-03-25
1587,AWS,Cloud,Software Engineer,Remote,2026-03-25
1587,Kubernetes,DevOps,Software Engineer,Remote,2026-03-25
1587,Linux,DevOps,Software Engineer,Remote,2026-03-25
1587,REST API,Software Engineering,Software Engineer,Remote,2026-03-25
1929,Python,Programming Language,Software Engineer,"Bengaluru, India",2026-03-25
1929,C++,Programming Language,Software Engineer,"Bengaluru, India",2026-03-25
1929,AWS,Cloud,Software Engineer,"Bengaluru, India",2026-03-25
1929,Git,DevOps,Software Engineer,"Bengaluru, India",2026-03-25
1950,Excel,BI & Visualization,Data Analyst,"Hyderabad, India",2026-03-25
1950,Tableau,BI & Visualization,Data Analyst,"Hyderabad, India",2026-03-25
1950,Statistics,Analytics,Data Analyst,"Hyderabad, India",2026-03-25
1950,A/B Testing,Analytics,Data Analyst,"Hyderabad, India",2026-03-25
1950,MongoDB,Databases,Data Analyst,"Hyderabad, India",2026-03-25
258,Python,Programming Language,Data Engineer,"Mumbai, India",2026-03-26
258,Spark,Big Data,Data Engineer,"Mumbai, India",2026-03-26
258,Kafka,Big Data,Data Engineer,"Mumbai, India",2026-03-26
258,Airflow,Data Engineering,Data Engineer,"Mumbai, India",2026-03-26
258,ETL,Data Engineering,Data Engineer,"Mumbai, India",2026-03-26
1317,Python,Programming Language,Data Analyst,"New York, NY",2026-03-26
1317,R,Programming Language,Data Analyst,"New York, NY",2026-03-26
1317,Excel,BI & Visualization,Data Analyst,"New York, NY",2026-03-26
1317,Power BI,BI & Visualization,Data Analyst,"New York, NY",2026-03-26
1317,Tableau,BI & Visualization,Data Analyst,"New York, NY",2026-03-26
1317,GCP,Cloud,Data Analyst,"New York, NY",2026-03-26
1317,MongoDB,Databases,Data Analyst,"New York, NY",2026-03-26
1396,Python,Programming Language,ML Engineer,"Mumbai, India",2026-03-26
1396,AWS,Cloud,ML Engineer,"Mumbai, India",2026-03-26
1396,Kubernetes,DevOps,ML Engineer,"Mumbai, India",2026-03-26
1396,PyTorch,Machine Learning & AI,ML Engineer,"Mumbai, India",2026-03-26
64,SQL,Programming Language,Data Engineer,"Pune, India",2026-03-27
64,AWS,Cloud,Data Engineer,"Pune, India",2026-03-27
64,GCP,Cloud,Data Engineer,"Pune, India",2026-03-27
64,BigQuery,Cloud & Data Warehousing,Data Engineer,"Pune, India",2026-03-27
64,Spark,Big Data,Data Engineer,"Pune, India",2026-03-27
64,NoSQL,Databases,Data Engineer,"Pune, India",2026-03-27
591,Machine Learning,Machine Learning & AI,Data Scientist,"Seattle, WA",2026-03-27
591,TensorFlow,Machine Learning & AI,Data Scientist,"Seattle, WA",2026-03-27
591,PyTorch,Machine Learning & AI,Data Scientist,"Seattle, WA",2026-03-27
591,Computer Vision,Machine Learning & AI,Data Scientist,"Seattle, WA",2026-03-27
613,Tableau,BI & Visualization,Data Analyst,"Pune, India",2026-03-27
613,Looker,BI & Visualization,Data Analyst,"Pune, India",2026-03-27
613,Statistics,Analytics,Data Analyst,"Pune, India",2026-03-27
613,A/B Testing,Analytics,Data Analyst,"Pune, India",2026-03-27
716,Python,Programming Language,Data Engineer,"Delhi, India",2026-03-27
716,SQL,Programming Language,Data Engineer,"Delhi, India",2026-03-27
716,Snowflake,Cloud & Data Warehousing,Data Engineer,"Delhi, India",2026-03-27
716,Kafka,Big Data,Data Engineer,"Delhi, India",2026-03-27
737,Python,Programming Language,Software Engineer,"Austin, TX",2026-03-27
737,Java,Programming Language,Software Engineer,"Austin, TX",2026-03-27
737,C++,Programming Language,Software Engineer,"Austin, TX",2026-03-27
737,Kubernetes,DevOps,Software Engineer,"Austin, TX",2026-03-27
737,Git,DevOps,Software Engineer,"Austin, TX",2026-03-27
775,R,Programming Language,Data Analyst,"Austin, TX",2026-03-27
775,Excel,BI & Visualization,Data Analyst,"Austin, TX",2026-03-27
775,Power BI,BI & Visualization,Data Analyst,"Austin, TX",2026-03-27
775,Tableau,BI & Visualization,Data Analyst,"Austin, TX",2026-03-27
775,Data Warehousing,Data Engineering,Data Analyst,"Austin, TX",2026-03-27
876,SQL,Programming Language,Data Scientist,"Pune, India",2026-03-27
876,Tableau,BI & Visualization,Data Scientist,"Pune, India",2026-03-27
876,AWS,Cloud,Data Scientist,"Pune, India",2026-03-27
876,Machine Learning,Machine Learning & AI,Data Scientist,"Pune, India",2026-03-27
876,TensorFlow,Machine Learning & AI,Data Scientist,"Pune, India",2026-03-27
876,Scikit-learn,Machine Learning & AI,Data Scientist,"Pune, India",2026-03-27
876,NLP,Machine Learning & AI,Data Scientist,"Pune, India",2026-03-27
957,SQL,Programming Language,Data Analyst,"San Francisco, CA",2026-03-27
957,Excel,BI & Visualization,Data Analyst,"San Francisco, CA",2026-03-27
957,Power BI,BI & Visualization,Data Analyst,"San Francisco, CA",2026-03-27
957,Tableau,BI & Visualization,Data Analyst,"San Francisco, CA",2026-03-27
957,Statistics,Analytics,Data Analyst,"San Francisco, CA",2026-03-27
957,A/B Testing,Analytics,Data Analyst,"San Francisco, CA",2026-03-27
957,Data Warehousing,Data Engineering,Data Analyst,"San Francisco, CA",2026-03-27
1472,Python,Programming Language,ML Engineer,"New York, NY",2026-03-27
1472,AWS,Cloud,ML Engineer,"New York, NY",2026-03-27
1472,Machine Learning,Machine Learning & AI,ML Engineer,"New York, NY",2026-03-27
1472,PyTorch,Machine Learning & AI,ML Engineer,"New York, NY",2026-03-27
1472,NLP,Machine Learning & AI,ML Engineer,"New York, NY",2026-03-27
1656,Python,Programming Language,Data Scientist,"Chicago, IL",2026-03-27
1656,AWS,Cloud,Data Scientist,"Chicago, IL",2026-03-27
1656,PyTorch,Machine Learning & AI,Data Scientist,"Chicago, IL",2026-03-27
1656,Statistics,Analytics,Data Scientist,"Chicago, IL",2026-03-27
1656,A/B Testing,Analytics,Data Scientist,"Chicago, IL",2026-03-27
197,SQL,Programming Language,Software Engineer,"Denver, CO",2026-03-28
197,JavaScript,Programming Language,Software Engineer,"Denver, CO",2026-03-28
197,AWS,Cloud,Software Engineer,"Denver, CO",2026-03-28
197,Docker,DevOps,Software Engineer,"Denver, CO",2026-03-28
197,Git,DevOps,Software Engineer,"Denver, CO",2026-03-28
197,NoSQL,Databases,Software Engineer,"Denver, CO",2026-03-28
197,REST API,Software Engineering,Software Engineer,"Denver, CO",2026-03-28
575,Python,Programming Language,Data Engineer,"Seattle, WA",2026-03-28
575,Azure,Cloud,Data Engineer,"Seattle, WA",2026-03-28
575,Snowflake,Cloud & Data Warehousing,Data Engineer,"Seattle, WA",2026-03-28
575,Spark,Big Data,Data Engineer,"Seattle, WA",2026-03-28
1017,SQL,Programming Language,Data Scientist,Remote,2026-03-28
1017,Machine Learning,Machine Learning & AI,Data Scientist,Remote,2026-03-28
1017,Deep Learning,Machine Learning & AI,Data Scientist,Remote,2026-03-28
1017,Scikit-learn,Machine Learning & AI,Data Scientist,Remote,2026-03-28
1017,Computer Vision,Machine Learning & AI,Data Scientist,Remote,2026-03-28
1037,SQL,Programming Language,Data Scientist,"Berlin, Germany",2026-03-28
1037,Machine Learning,Machine Learning & AI,Data Scientist,"Berlin, Germany",2026-03-28
1037,Deep Learning,Machine Learning & AI,Data Scientist,"Berlin, Germany",2026-03-28
1037,Scikit-learn,Machine Learning & AI,Data Scientist,"Berlin, Germany",2026-03-28
1037,Statistics,Analytics,Data Scientist,"Berlin, Germany",2026-03-28
1037,A/B Testing,Analytics,Data Scientist,"Berlin, Germany",2026-03-28
1281,Python,Programming Language,Data Engineer,"Delhi, India",2026-03-28
1281,Azure,Cloud,Data Engineer,"Delhi, India",2026-03-28
1281,Hadoop,Big Data,Data Engineer,"Delhi, India",2026-03-28
1281,Airflow,Data Engineering,Data Engineer,"Delhi, India",2026-03-28
1281,ETL,Data Engineering,Data Engineer,"Delhi, India",2026-03-28
1368,Java,Programming Language,Software Engineer,"Austin, TX",2026-03-28
1368,JavaScript,Programming Language,Software Engineer,"Austin, TX",2026-03-28
1368,C++,Programming Language,Software Engineer,"Austin, TX",2026-03-28
1368,MongoDB,Databases,Software Engineer,"Austin, TX",2026-03-28
1406,R,Programming Language,Data Analyst,Remote,2026-03-28
1406,SQL,Programming Language,Data Analyst,Remote,2026-03-28
1406,Excel,BI & Visualization,Data Analyst,Remote,2026-03-28
1406,Power BI,BI & Visualization,Data Analyst,Remote,2026-03-28
1406,GCP,Cloud,Data Analyst,Remote,2026-03-28
1406,Git,DevOps,Data Analyst,Remote,2026-03-28
1406,Statistics,Analytics,Data Analyst,Remote,2026-03-28
1633,Machine Learning,Machine Learning & AI,Data Scientist,"Delhi, India",2026-03-28
1633,PyTorch,Machine Learning & AI,Data Scientist,"Delhi, India",2026-03-28
1633,Scikit-learn,Machine Learning & AI,Data Scientist,"Delhi, India",2026-03-28
1633,NLP,Machine Learning & AI,Data Scientist,"Delhi, India",2026-03-28
1633,A/B Testing,Analytics,Data Scientist,"Delhi, India",2026-03-28
1722,Python,Programming Language,Data Scientist,"Boston, MA",2026-03-28
1722,SQL,Programming Language,Data Scientist,"Boston, MA",2026-03-28
1722,Machine Learning,Machine Learning & AI,Data Scientist,"Boston, MA",2026-03-28
1722,Deep Learning,Machine Learning & AI,Data Scientist,"Boston, MA",2026-03-28
1722,PyTorch,Machine Learning & AI,Data Scientist,"Boston, MA",2026-03-28
1722,Statistics,Analytics,Data Scientist,"Boston, MA",2026-03-28
1722,A/B Testing,Analytics,Data Scientist,"Boston, MA",2026-03-28
790,Python,Programming Language,ML Engineer,Remote,2026-03-29
790,Docker,DevOps,ML Engineer,Remote,2026-03-29
790,Kubernetes,DevOps,ML Engineer,Remote,2026-03-29
790,NLP,Machine Learning & AI,ML Engineer,Remote,2026-03-29
1026,Python,Programming Language,ML Engineer,"Bengaluru, India",2026-03-29
1026,AWS,Cloud,ML Engineer,"Bengaluru, India",2026-03-29
1026,Airflow,Data Engineering,ML Engineer,"Bengaluru, India",2026-03-29
1026,Machine Learning,Machine Learning & AI,ML Engineer,"Bengaluru, India",2026-03-29
1026,TensorFlow,Machine Learning & AI,ML Engineer,"Bengaluru, India",2026-03-29
1026,PyTorch,Machine Learning & AI,ML Engineer,"Bengaluru, India",2026-03-29
1026,Computer Vision,Machine Learning & AI,ML Engineer,"Bengaluru, India",2026-03-29
1168,SQL,Programming Language,Data Scientist,"New York, NY",2026-03-29
1168,AWS,Cloud,Data Scientist,"New York, NY",2026-03-29
1168,Deep Learning,Machine Learning & AI,Data Scientist,"New York, NY",2026-03-29
1168,NLP,Machine Learning & AI,Data Scientist,"New York, NY",2026-03-29
1168,Statistics,Analytics,Data Scientist,"New York, NY",2026-03-29
1414,Azure,Cloud,ML Engineer,"Austin, TX",2026-03-29
1414,Docker,DevOps,ML Engineer,"Austin, TX",2026-03-29
1414,Git,DevOps,ML Engineer,"Austin, TX",2026-03-29
1414,Deep Learning,Machine Learning & AI,ML Engineer,"Austin, TX",2026-03-29
1414,TensorFlow,Machine Learning & AI,ML Engineer,"Austin, TX",2026-03-29
1414,Computer Vision,Machine Learning & AI,ML Engineer,"Austin, TX",2026-03-29
1876,SQL,Programming Language,Data Engineer,"Pune, India",2026-03-29
1876,AWS,Cloud,Data Engineer,"Pune, India",2026-03-29
1876,Snowflake,Cloud & Data Warehousing,Data Engineer,"Pune, India",2026-03-29
1876,Spark,Big Data,Data Engineer,"Pune, India",2026-03-29
1876,dbt,Data Engineering,Data Engineer,"Pune, India",2026-03-29
1876,ETL,Data Engineering,Data Engineer,"Pune, India",2026-03-29
1973,Java,Programming Language,Software Engineer,"Mumbai, India",2026-03-29
1973,JavaScript,Programming Language,Software Engineer,"Mumbai, India",2026-03-29
1973,NoSQL,Databases,Software Engineer,"Mumbai, India",2026-03-29
1973,MongoDB,Databases,Software Engineer,"Mumbai, India",2026-03-29
1973,REST API,Software Engineering,Software Engineer,"Mumbai, India",2026-03-29
54,SQL,Programming Language,Data Engineer,Singapore,2026-03-30
54,AWS,Cloud,Data Engineer,Singapore,2026-03-30
54,Azure,Cloud,Data Engineer,Singapore,2026-03-30
54,Redshift,Cloud & Data Warehousing,Data Engineer,Singapore,2026-03-30
54,Airflow,Data Engineering,Data Engineer,Singapore,2026-03-30
54,Docker,DevOps,Data Engineer,Singapore,2026-03-30
80,AWS,Cloud,ML Engineer,"Dublin, Ireland",2026-03-30
80,Docker,DevOps,ML Engineer,"Dublin, Ireland",2026-03-30
80,Kubernetes,DevOps,ML Engineer,"Dublin, Ireland",2026-03-30
80,Machine Learning,Machine Learning & AI,ML Engineer,"Dublin, Ireland",2026-03-30
80,PyTorch,Machine Learning & AI,ML Engineer,"Dublin, Ireland",2026-03-30
80,Scikit-learn,Machine Learning & AI,ML Engineer,"Dublin, Ireland",2026-03-30
80,NLP,Machine Learning & AI,ML Engineer,"Dublin, Ireland",2026-03-30
114,SQL,Programming Language,Data Scientist,"Pune, India",2026-03-30
114,Scikit-learn,Machine Learning & AI,Data Scientist,"Pune, India",2026-03-30
114,NLP,Machine Learning & AI,Data Scientist,"Pune, India",2026-03-30
114,Computer Vision,Machine Learning & AI,Data Scientist,"Pune, India",2026-03-30
114,Statistics,Analytics,Data Scientist,"Pune, India",2026-03-30
172,AWS,Cloud,ML Engineer,"San Francisco, CA",2026-03-30
172,Docker,DevOps,ML Engineer,"San Francisco, CA",2026-03-30
172,TensorFlow,Machine Learning & AI,ML Engineer,"San Francisco, CA",2026-03-30
172,PyTorch,Machine Learning & AI,ML Engineer,"San Francisco, CA",2026-03-30
172,Computer Vision,Machine Learning & AI,ML Engineer,"San Francisco, CA",2026-03-30
993,Python,Programming Language,Data Scientist,"New York, NY",2026-03-30
993,Machine Learning,Machine Learning & AI,Data Scientist,"New York, NY",2026-03-30
993,Deep Learning,Machine Learning & AI,Data Scientist,"New York, NY",2026-03-30
993,PyTorch,Machine Learning & AI,Data Scientist,"New York, NY",2026-03-30
993,Computer Vision,Machine Learning & AI,Data Scientist,"New York, NY",2026-03-30
1000,Python,Programming Language,Software Engineer,"Mumbai, India",2026-03-30
1000,JavaScript,Programming Language,Software Engineer,"Mumbai, India",2026-03-30
1000,C++,Programming Language,Software Engineer,"Mumbai, India",2026-03-30
1000,Docker,DevOps,Software Engineer,"Mumbai, India",2026-03-30
1000,Agile,Soft Skills & Methodology,Software Engineer,"Mumbai, India",2026-03-30
1138,Java,Programming Language,Software Engineer,"Seattle, WA",2026-03-30
1138,JavaScript,Programming Language,Software Engineer,"Seattle, WA",2026-03-30
1138,Docker,DevOps,Software Engineer,"Seattle, WA",2026-03-30
1138,Git,DevOps,Software Engineer,"Seattle, WA",2026-03-30
1138,Linux,DevOps,Software Engineer,"Seattle, WA",2026-03-30
